id,vendor_id,model,jpg_url,h264_url,mjpg_url,resolution,shape,onvif,psia,ptz,infrared,varifocal,sd_card,upnp,created_at,updated_at,model_slug,audio_io,default_username,default_password,more_info,discontinued,wifi,poe,audio_url,official_url
951,iqinvision,iqa32ne-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:04.3,28:14.4,iqa32ne-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1004,iqinvision,iqa32we-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:10.8,28:15.7,iqa32we-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1003,iqinvision,iqa31we-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:10.7,28:15.8,iqa31we-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
998,iqinvision,iqa33we-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:10.1,28:15.8,iqa33we-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
997,iqinvision,iqa32wx-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:10.0,28:15.8,iqa32wx-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
996,iqinvision,iqa32we-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:09.8,28:16.0,iqa32we-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
995,iqinvision,iqa31we-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:09.7,28:16.1,iqa31we-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
993,iqinvision,iqa32wi-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:09.4,28:16.2,iqa32wi-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
992,iqinvision,iqa31wi-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:09.3,28:16.3,iqa31wi-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
988,iqinvision,iqa32nx-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:08.8,28:16.3,iqa32nx-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
987,iqinvision,iqa32ne-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:08.7,28:16.4,iqa32ne-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
986,iqinvision,iqa32ni-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:08.6,28:16.5,iqa32ni-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
985,iqinvision,iqa31ne-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:08.4,28:16.5,iqa31ne-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
984,iqinvision,iqa31ni-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:08.3,28:16.6,iqa31ni-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
981,iqinvision,iqd30sv-b7,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,720x480,Dome,t,t,f,f,f,f,t,49:07.9,28:14.6,iqd30sv-b7,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
982,iqinvision,iqd31sv-b7,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,f,f,f,t,49:08.0,28:14.6,iqd31sv-b7,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
983,iqinvision,iqd32sv-b7,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,f,f,f,t,49:08.1,28:14.6,iqd32sv-b7,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
989,iqinvision,iqa35ni-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2560x1920,Dome,t,t,f,t,f,t,t,49:08.9,28:14.7,iqa35ni-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
990,iqinvision,iqa35ne-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2560x1920,Dome,t,t,f,t,f,t,t,49:09.0,28:14.7,iqa35ne-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
991,iqinvision,iqa35nx-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2560x1920,Dome,t,t,f,t,f,t,t,49:09.2,28:14.7,iqa35nx-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
994,iqinvision,iqa33wi-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:09.6,28:14.7,iqa33wi-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
999,iqinvision,iqa33wx-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:10.2,28:14.8,iqa33wx-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1000,iqinvision,iqa31wi-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:10.3,28:14.8,iqa31wi-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1002,iqinvision,iqa33wi-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:10.5,28:14.8,iqa33wi-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1007,iqinvision,iqa33wx-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:11.1,28:14.9,iqa33wx-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1008,iqinvision,iq861we-v6,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Bullet,t,t,f,t,f,f,t,49:11.2,28:14.9,iq861we-v6,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1009,iqinvision,iq861we-v16,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Bullet,t,t,f,t,f,f,t,49:11.3,28:15.0,iq861we-v16,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1010,iqinvision,iq862we-v6,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,f,t,49:11.4,28:15.0,iq862we-v6,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1011,iqinvision,iq862we-v16,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,f,t,49:11.6,28:15.0,iq862we-v16,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1012,iqinvision,iq862we-w2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,f,t,49:11.8,28:15.1,iq862we-w2,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1013,iqinvision,iq863we-v6,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,f,t,49:11.9,28:15.2,iq863we-v6,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1014,iqinvision,iq863we-v16,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,f,t,49:12.0,28:15.2,iq863we-v16,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1015,iqinvision,iq863we-w2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,f,t,49:12.1,28:15.3,iq863we-w2,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1016,iqinvision,iq761wi-v6,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Bullet,t,t,f,t,f,t,t,49:12.3,28:15.3,iq761wi-v6,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1017,iqinvision,iq761wi-v16,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Bullet,t,t,f,t,f,t,t,49:12.4,28:15.3,iq761wi-v16,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1018,iqinvision,iq762wi-v6,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,t,t,49:12.5,28:15.3,iq762wi-v6,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1019,iqinvision,iq762wi-v16,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,t,t,49:12.6,28:15.4,iq762wi-v16,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1020,iqinvision,iq762wi-w2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,t,t,49:12.8,28:15.4,iq762wi-w2,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1021,iqinvision,iq763wi-v6,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,t,t,49:12.9,28:15.5,iq763wi-v6,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1022,iqinvision,iq763wi-v16,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,t,t,49:13.0,28:15.5,iq763wi-v16,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1005,iqinvision,iqa33we-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:10.9,28:15.7,iqa33we-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1024,iqinvision,iqd51wv-f2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:13.3,28:16.7,iqd51wv-f2,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1025,iqinvision,iqd52wv-f2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:13.4,28:16.7,iqd52wv-f2,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1026,iqinvision,iqd53wv-f2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:13.5,28:16.7,iqd53wv-f2,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1027,iqinvision,iqm51wr-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Dome,t,t,f,t,f,t,t,49:13.6,28:16.8,iqm51wr-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1028,iqinvision,iqm52wr-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:13.7,28:16.8,iqm52wr-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1029,iqinvision,iqm53wr-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Dome,t,t,f,t,f,t,t,49:13.8,28:16.8,iqm53wr-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1030,iqinvision,iqr51nr-f9,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1280x720,Bullet,t,t,f,t,f,t,t,49:14.0,28:16.9,iqr51nr-f9,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1031,iqinvision,iqr52nr-f9,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Bullet,t,t,f,t,f,t,t,49:14.1,28:16.9,iqr52nr-f9,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1032,iqinvision,iqr53nr-f9,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,t,t,49:14.2,28:16.9,iqr53nr-f9,f,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1006,iqinvision,iqa32wx-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:11.0,28:58.3,iqa32wx-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1001,iqinvision,iqa32wi-a3,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:10.4,28:58.3,iqa32wi-a3,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
953,iqinvision,iqa33ne-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2560x1440,Dome,t,t,f,t,f,t,t,49:04.5,28:58.3,iqa33ne-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
952,iqinvision,iqa32nx-b5,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,1920x1080,Dome,t,t,f,t,f,t,t,49:04.4,28:58.4,iqa32nx-b5,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1023,iqinvision,iq763wi-w2,now.jpg,axis-cgi/mjpg/video.cgi,now.jpg?snap=spush,2048x1536,Bullet,t,t,f,t,f,t,t,49:13.2,28:16.7,iq763wi-w2,t,root,system,,f,f,t,,http://www.iqeye.com/products/product-selector-tool#
1034,acti,acti_default,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,3648x2736,Box,t,f,f,f,f,t,t,49:14.4,28:17.0,b210,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B210
1034,acti,b210,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,3648x2736,Box,t,f,f,f,f,t,t,49:14.4,28:17.0,b210,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B210
1037,acti,b213,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,4000x3000,Box,t,f,f,f,f,t,t,49:14.8,28:17.1,b213,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B213
1038,acti,b214,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1920x1080,Box,t,f,f,f,f,t,t,49:14.9,28:17.1,b214,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B214
1039,acti,b215,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1920x1080,Box,t,f,f,f,f,t,t,49:15.0,28:17.2,b215,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B215
1040,acti,b216,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Box,t,f,f,f,f,t,t,49:15.1,28:17.2,b216,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B216
1041,acti,b217,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Box,t,f,f,f,f,t,t,49:15.2,28:17.2,b217,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B217
1045,acti,b24,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1280x960,Box,t,f,f,f,f,t,t,49:15.7,28:17.3,b24,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B24
1046,acti,b25,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1920x1080,Box,t,f,f,f,f,t,t,49:15.8,28:17.4,b25,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B25
1047,acti,b27,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Box,t,f,f,f,f,t,t,49:15.9,28:17.4,b27,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B27
1048,acti,b28,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Box,t,f,f,f,f,t,t,49:16.0,28:17.4,b28,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B28
1049,acti,b41,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Bullet,t,f,f,t,f,t,t,49:16.1,28:17.5,b41,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B41
1050,acti,b410,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,3648x2736,Bullet,t,f,f,t,f,t,t,49:16.3,28:17.5,b410,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B410
1051,acti,b411,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Bullet,t,f,f,t,f,t,t,49:16.4,28:17.5,b411,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B411
1052,acti,b413,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,3072x2048,Bullet,t,f,f,t,f,t,t,49:16.5,28:17.6,b413,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B413
1054,acti,b415,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1920x1080,Bullet,t,f,f,t,f,t,t,49:16.7,28:17.6,b415,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B415
1055,acti,b416,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1920x1080,Bullet,t,f,f,t,f,t,t,49:16.8,28:17.7,b416,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B416
1056,acti,b417,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Bullet,t,f,f,t,f,t,t,49:17.0,28:17.7,b417,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B417
1057,acti,b418,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Bullet,t,f,f,t,f,t,t,49:17.1,28:17.7,b418,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B418
1061,acti,b44,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1280x960,Bullet,t,f,f,t,f,t,t,49:17.5,28:17.9,b44,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B44
1062,acti,b45,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,1920x1080,Bullet,t,f,f,t,f,t,t,49:17.6,28:18.0,b45,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B45
1063,acti,b47,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Bullet,t,f,f,t,f,t,t,49:17.8,28:18.1,b47,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B47
1064,acti,b48,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Bullet,t,f,f,t,f,t,t,49:17.9,28:18.2,b48,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B48
1065,acti,b51,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Dome,t,f,f,t,f,t,t,49:18.0,28:18.3,b51,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B51
1066,acti,b52,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,3648x2736,Dome,t,f,f,t,f,t,t,49:18.1,28:18.5,b52,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B52
1067,acti,b53,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Dome,t,f,f,t,f,t,t,49:18.2,28:18.5,b53,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B53
1068,acti,b54,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2592x1944,Dome,t,f,f,f,f,t,t,49:18.4,28:18.6,b54,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B54
1069,acti,b55,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,3648x2736,Dome,t,f,f,f,f,t,t,49:18.5,28:18.7,b55,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B55
1043,acti,b221,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,,Box,t,f,f,f,f,t,t,49:15.5,45:56.5,b221,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B221
1044,acti,b222,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,,Box,t,f,f,f,f,t,t,49:15.6,45:56.5,b222,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B222
1058,acti,b420,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,,Bullet,t,f,f,t,f,t,t,49:17.2,45:56.7,b420,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B420
1059,acti,b421,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,,Bullet,t,f,f,t,f,t,t,49:17.3,45:56.7,b421,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B421
1060,acti,b422,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,,Bullet,t,f,f,t,f,t,t,49:17.4,45:56.7,b422,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B422
1070,acti,b56,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,2048x1536,Dome,t,f,f,f,f,t,t,49:18.6,28:18.8,b56,t,admin,123456,,f,f,t,,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B56
